Quality	#1 ID	#2 ID	#1 String	#2 String
1	1730708	1730772	1996 chevrolet tahoe found abandoned virginia beach va parking lot june 25	sport utility vehicle found june 25 abandoned without license plate virginia beach va
0	3022381	3022308	without comment court declined hear suspended alabama chief justice roy moore appeal	defeat suspended alabama chief justice roy moore expected
0	644788	644816	one bad stretch hole put contention win wood said	one bad stretch hole put contention wood said referring 42 front nine saturday
1	1039676	1039623	former chief financial officer franklyn bergonzi pleaded guilty one count conspiracy june 5 agreed cooperate prosecutor	last week former chief financial officer franklyn bergonzi pleaded guilty one count conspiracy agreed cooperate government investigation
0	342112	342381	modesto bee nbc notified call intercepted goold said	journalist people notified phone call intercepted
1	3090804	3090985	view alqaeda terrorist believe alqaeda would prefer many event	view al qaeda terrorist believe al qaeda would prefer many event
0	1600352	1600447	steverson said williams known racist like black	steverson said williams white racist
0	2587656	2587753	iraqi police opened fire downtown baghdad today demonstrator stormed police station demanding given job claimed paid bribe	iraqi police opened fire downtown baghdad wednesday demonstrator demanding job stormed police station threw stone officer police said
1	3395489	3395451	court 1992 decision reaffirmed basic finding roe protecting abortion choice lessened standard protection guaranteed woman roe	1992 case supreme court reaffirmed basic finding roe protecting abortion choice lessened standard protection guaranteed woman roe
1	1089349	1089335	latest quarter profit penny average estimate compiled thomson first call	earnings beat penny consensus estimate analyst surveyed thomson first call
1	556146	556044	60 percent company 1000 employee killed attack	60 per cent 1000 employee time killed
1	1263434	1263562	two bidder six expressed interest whole pie oil tycoon marvin davis seagram heir edgar bronfman jr	two bidder far expressed interest buying asset davis bronfman
1	312323	312507	bush also said plan meet scientist legal expert make determination bill week	bush said plan meet scientist legal expert decide bill fate week
0	1911604	1911550	variable annuity sale 42 billion 82 percent higher year ago	variable annuity sale surged 82 percent 42 billion
0	2859089	2859061	u administration official moved talk snow impact currency saying comment reflective washington policy merely observation economy	u administration official said snow rate comment reflective washington policy merely observation economy
1	1042499	1042394	however one subset woman — hormonal treatment following chemotherapy — appeared show improvement survival	however one subset patient woman hormonal treatment following chemotherapy appeared show favorable trend improvement survival
1	3149040	3149074	intel ’ xeon surpassed hp ’ parisc become often used processor rising 76 system june 152 system november	intels xeon surpassed hp parisc become processor often used rising 76 system june 152 system november
0	130087	129778	techheavy nasdaq stock market composite index lost ground falling 1695 point 150676	nasdaq composite index lost 1695 11 percent 150776 first slide five day
1	2309397	2309420	pleased court dismissed vast majority plaintiff claim coke spokeswoman sonya soutus said	pleased court dismissed vast majority plaintiff claim said coke spokesman ben deutsch
0	490018	490064	ubs warburg downgraded altria dow member neutral buy based valuation	fell 05 percent ubs downgraded neutral buy citing valuation
1	2898540	2898554	postal distribution center four anthraxlaced letter passed two year ago fumigated chlorine dioxide gas crew wound decontamination process weekend	worker cleaning postal distribution center four letter laced anthrax passed two year ago planned complete fumigation operation early sunday
1	98417	98647	american military task provide security meantime	u military task period provide security
1	1265264	1265297	a920 come printer scanner copier 89	dell personal allinone a920 entrylevel device combine printer scanner copier function 89
0	2565371	2565170	ftc asked court suspend decision agency appeal	u district judge edward w nottingham denver denied ftc request suspend decision agency appeal
1	2933884	2933714	official said data used verify whether stayed beyond authorized time	official said data used verify whether traveler exceeded authorized stay
1	1357528	1357493	5 billion dollardenominated portion seen 19 billion bid investor said	5 billion dollardenominated portion gm drew 21 billion bid analyst looking deal said
1	190933	191164	even turned 94 lacy worked change baseball	even 90 lacy worked change game baseball
0	1010039	1010063	dayton finished 246 last season atlantic10 conference championship 4 seed ncaa tournament	season ram finished regular season ranked 11th 2 seed ncaa tournament
1	1048004	1047810	would affect economic damage lost wage hospital bill	economic damage lost wage medical cost wouldnt capped bush plan
0	2211287	2211175	connecticut attorney general richard blumenthal said would fight extension cable use	meanwhile connecticut attorney general richard blumenthal said considering legal action mr abraham order
1	315649	315780	schneiderman said fare price would reflect agency legitimate financial condition well rider concern pay 33 percent ride recession	schneiderman said price would reflect agency legitimate financial status well rider concern pay 33 percent turnstile recession
0	1091268	1091301	30year bond us30ytrr dipped 1432 yield 426 percent 423 percent	30year bond us30ytrr lost 1632 taking yield 420 percent 418 percent
1	17155	17292	two country agreed last week hold first diplomatic discussion two year	last week india pakistan said would hold first diplomatic talk two year
1	795914	795981	proposal also may help bloomfield hillsbased taubman center inc fend takeover indianapoilsbased shopping mall operator simon property group inc	legislation approved 123 house commerce committee may allow bloomfield hillsbased taubman center inc fend takeover attempt indianapolisbased simon property group inc
0	1913559	1913486	share coke 6 cent 4442 afternoon trading wednesday new york stock exchange	share coke 26 cent close 4410 new york stock exchange
0	1852180	1852065	wall street analyst expect 2004 revenue 2815 billion	analyst average forecast 402 per share revenue 2556 billion
0	2551891	2551563	poll margin error plus minus 2 percentage point	margin sampling error plus minus four percentage point conducted thursday saturday
1	55562	55529	last year board raised rent 2 percent oneyear renewal 4 percent twoyear lease	loft board proposed increase 4 percent oneyear lease 7 percent twoyear renewal
0	969654	969295	broader standard poor 500 index spx eased 757 point 076 percent 99094	technologylaced nasdaq composite index 2536 point 153 percent 162826
1	2114433	2114474	south africa world highest caseload 47 million people infected hiv aid	47 million people infected hiv aid south africa world highest aid caseload
1	1015381	1015417	cordiant block since lost key allied domecq account april	cordiant target since lost crucial client allied domeq april
1	1759675	1759745	investigation appears focused certain accounting practice common interactive entertainment industry specific emphasis revenue recognition activision said sec filing	according company filing investigation appears focused certain accounting practice common interactive entertainment industry specific emphasis revenue recognition
0	987739	987595	justice clarence thomas joined fellow conservative justice antonin scalia dissented	justice antonin scalia sandra day oconnor clarence thomas dissented ruling
1	1629017	1629043	stage one alert declared ozone reading exceed 020 part per million onehour period	stage 1 episode declared ozone level reach 020 part per million
0	332392	332566	department told airline threat level uk civil aviation interest kenya increased imminent	britain department transport said threat level uk civil aviation interest kenya increased imminent suspended flight 6 pm edt
0	3376232	3376340	time magazine named american soldier person year 2003	american soldier first selected time person year korean war 1950
1	3214345	3214707	part 2001 agreement extradite canada prosecutor agreed seek death penalty	part agreement extradite two best friend canada prosecutor agreed seek death penalty conviction
1	2641934	2641989	anguish detectable voice forlongs television colleague would speak monday	anguish could heard voice mr forlongs television colleague would speak
0	1856399	1856531	graham presidential candidate criticized several republican politicizing report	graham cochaired inquiry presidential candidate
1	1089053	1089297	sen patrick leahy vermont committee senior democrat later said problem serious called hatch suggestion drastic	sen patrick leahy committee senior democrat later said problem serious called hatch idea drastic remedy considered
1	2211403	2211344	exim board member displayed courage environmental leadership face considerable pressure jon sohn friend earth said panel vote	two exim board member displayed courage environmental leadership face considerable pressure said jon sohn international campaigner friend earth
1	3435735	3435717	broad standard poor 500 spx eased 037 point 003 percent 1121	standard poor 500 index spx slipped 026 point 002 percent 112196
1	1634467	1634519	malaysia launched aggressive medium campaign water dispute singapore	malaysia launch publicity campaign local newspaper today giving version water dispute singapore
1	459278	459103	cavalier right thursday select james june 26 draft	cleveland cavalier right draft james winning nbas annual lottery thursday night
1	403034	402965	two atlanta company accused wrongdoing delta air line inc home depot mentioned excessive pay package ceo	two atlantabased company accused wrongdoing delta air line home depot also mentioned witness excessive pay package ceo
1	2394676	2394690	republic korea found lead way broadband penetration approximately 21 broadband subscriber every 100 inhabitant	surprisingly broadband nation korea lead way broadband penetration approximately 21 broadband subscriber every 100 inhabitant
1	3145286	3145540	mr blair admitted newspaper article mr bush ’ critic “ rubbing hand scope embarrassing ”	prime minister today admitted critic “ rubbing hand scope embarrassing ”
1	2405187	2405072	intel corp unveiled wednesday next generation processor cellular phone personal digital assistant wireless device	intel wednesday unveiled nextgeneration processor cell phone pda wireless device
1	2950526	2950562	petersons lawyer mark geragos los angeles quick swipe testing procedure	petersons lawyer mark geragos los angeles contested dna evidence saying unreliable
0	2222971	2223124	venture owns five oil refinery 2100 filling station russia ukraine	tnkbp six oil producing unit five refinery 2100 filling station
1	2768316	2768361	belgian probe centred allegation certain cereal firm tipped price two hour officially available	said allegation certain cereal company tipped grain price two hour officially available
1	1895132	1895009	said also seized several item might linked ritual killing including animal skull nail driven	among evidence seized detective animal skull nail driven head may used black magic ceremony
0	2326659	2326678	feature 4k color screen 40tone polyphonic sound exchangeable styleup front panel	z200 feature color screen 40tone polyphonic sound
1	173604	173725	dealer said yen also undermined falling japanese interest rate	dealer said dollar also drew support due falling japanese interest rate
1	347375	347270	world health organization united state center disease control sent team look	world health organization center disease control prevention united state sent team investigate
0	50553	50517	fighting continued sporadically west complicated presence battlehardened liberian side	cocoagrowing west world top producer region fighting complicated presence liberian side
0	2124306	2124457	globe reported smiledge hasnt spoken son joseph druce eight year	smiledge said hasnt spoken son eight year want nothing
1	941976	941612	smiling bomber amrozi inspired launch attack bali former australian bos revealed tourist island sinful behaviour westerner	bali bomber amrozi claim inspired launch attack tourist island australian bos revealed bali sinful behaviour westerner
1	2269545	2269531	abplanalp used plastic model could massproduced lowering price per valve 15 cent 2 12 cent	mr abplanalp used plastic model could mass produced lowering price per valve 2 12 cent 15 cent
1	160051	159941	russia along france china others advocate stronger un role give uschosen iraqi authority international legitimacy	france russia china even staunch ally britain advocated stronger un role said needed give usbacked iraqi authority international legitimacy
1	2942566	2942638	scc argued lexmark trying shield competition installing chip toner cartridge make difficult thirdparty manufacturer make generic cartridge	company also argued lexmark trying squash competition installing microchip toner cartridge make difficult thirdparty manufacturer make generic cartridge
1	2816542	2816716	oct 10 18yearold freshman member men swim team jumped 10thfloor ledge	oct 10 18yearold freshman dayton ohio climbed 10thfloor ledge plunged death
1	1887674	1887615	deal subject n2h2 approval expected completed year end	deal subject n2h2 approval expected complete final calendar quarter 2003
1	3246221	3246174	yesterday two japanese diplomat killed apparent ambush near tikrit 175 kilometre north capital	two japanese diplomat also killed ambush near tikrit according japanese foreign ministry
1	1750716	1750740	condemn denounce governing council headed united state moqtada alsadr said	condemn governing council headed united state sadr said fiery sermon koufa mosque near najaf
1	1812704	1813027	violent surgery wanted convey murphy say	mean violent surgery wanted properly convey
1	3395447	3395484	1973 roe v wade ruling fetus could live outside womb abortion decision left woman physician	original roe v wade ruling abortion decision left woman physician fetus could live outside womb
0	2424444	2424265	sean harrigan president california public employee retirement system also suggested paring nyse 27member board changing composition making accountable	sean harrigan president california public employee retirement system also suggested paring nyse 27member board allotting seat investor outside security industry
1	2622070	2622698	aint democrat must wrong meeting said standing ovation	aint democrat must wrong meeting said thunderous applause supporter
1	1315347	1315545	think made mistake exam u identify correct mill said	mill yesterday admitted made mistake exam u identify correct
0	1790075	1790177	recording industry association america say plan sue song trader next month	recording industry association america anything say
1	1841375	1841180	estimate hold mark first time history five film grossed 20 million one weekend	also first time history five film grossed 20 million one weekend
0	2828900	2829044	clear obligation everything possible protect civilian seeing	clear responsibility everything possible minimize civilian harm
1	163189	163240	total 17 case confirmed southern city basra organization said	total 17 confirmed case cholera reported yesterday world health organisation southern iraqi city basra
1	433021	432984	transcript courtroom session tarrytown 12 mile north new york hudson river	transcript thursday courtroom session tarrytown 12 mile north new york city hudson river
0	3280073	3280092	one latest shooting car sunday i270 franklin county sheriff chief deputy steve martin said	car house hit new shooting chief deputy sheriff franklin county steve martin said
1	2769819	2769671	kid wonderful physical condition right said press briefing hospital	kid wonderful physical condition right said goodrich also director pediatric neurosurgery childrens hospital montefiore
0	890153	890030	egyptologist cast doubt tuesday expedition claim may found mummy queen nefertiti one bestknown ancient egyptian	egyptologist think may identified longsought mummy queen nefertiti one ancient world legendary beauty
0	1954	2142	watertown saugus framingham also going smokefree monday joining growing number city around country	along boston watertown saugus framingham also going smokefree monday
1	1018730	1018788	ibm stock rose 175 8450 new york stock exchange	ibm share closed 175 211 percent 8450 new york stock exchange
1	3400796	3400822	evident failure three time row get big enough turnout elect president	three time row failed get big enough turnout elect president
1	881726	882002	arrested le two kilometre allegedly kidnapped brutally beating mother brother	arrested le 1km allegedly kidnapped jennette tamayo beating mother brother
1	813444	813256	election hailed quarter breakthrough gay right condemned others violation god word	robinson election hailed quarter major breakthrough gay right condemned others rebellion god created order
1	3416800	3416661	gov carcieri said ruling show state taxation law apply tribe sale activity	gov carcieri said ruling show state taxation law apply tribal activity
1	578547	577866	wyeth estimate 12 million woman continue take prempro pill 34 million study halted last summer	wyeth estimate 12 million woman still taking prempro pill 34 million whi study halted last year
0	308890	308787	said dr hollingworths legal advice denied natural justice church inquiry	senator brandis backed dr hollingworths claim denied natural justice anglican church inquiry claim
1	3127660	3127435	come tonight 21yearold morgan many 1200 fellow student wheaton college gather gym first real dance school 143year history	many 1200 student wheaton college gather gym friday night first real dance christian school 143year history
0	1417843	1418003	dennehy 21 hasnt heard two week police suspect killed waco area	authority baylor official say dennehy 21 hasnt heard two week
1	368063	368013	vaccine maker thrust limelight following government programme encourage wider vaccination fear biological attack civilian military target	vaccine maker thrust limelight government program encourage wider vaccination amid fear biological attack
1	1953540	1953355	loss reduction continue expected rate reduction ordered	loss reduction continue rate reduction ordered bordelon said
1	1455002	1455078	president bush signed waiver exempting 22 nation sanction signed yet ratified immunity agreement	president bush signed waiver exempting 22 country signed yet ratified immunity agreement
1	953482	953745	share att climbed 44 percent 90 cent 2140 adding previous day gain 6 percent	share att climbed 4 percent adding previous day 6 percent rise
1	1730037	1729778	amd reported net loss 140 million quarter ended june 29 sale 645 million	first quarter 2003 amd reported net loss 146 million 42 cent per share sale 715 million
1	2857171	2857458	people love email really bother spam ruining good thing said deborah fallow pew researcher wrote report	people love email really bother spam ruining good thing said deborah fallow senior research fellow pew project
0	490486	490021	bluechip dow jones industrial average dji climbed 17997 point 209 percent 878135 ending highest level since midjanuary	bluechip dow jones industrial average dji tacked 97 point 114 percent 8699
1	727268	727328	muslim world osama bin laden becoming hero le one	muslim world osama bin laden missing leader alqaida terrorist network becoming hero le one
1	1220668	1220801	firmly believe absolute right use common word spike name network	firmly believe absolute right use common word spike name network
1	3062259	3062441	major setback consumer federal judge granted government request thursday shut company help customer buy cheaper prescription drug canada	federal judge thursday granted request food drug administration shut rx depot popular internet company sell cheaper prescription drug canada
0	2055507	2055516	anyone information lopez call oshea 5616884068 crime stopper 8004588477	anyone information asked call detective kevin umphrey 6884163 crime stopper 800 4588477
1	1515072	1515036	panel picture tower standing tall outline history including construction 1993 bombing ultimate destruction sept 11 2001	panel outline twin tower history including construction 1993 bombing ultimate destruction terrorist sept 11 2001
1	2587376	2587143	though legal age marriage romania 18 country generally tolerates gypsy tradition arranged child wedding	though legal age marriage romania 18 country generally tolerates tradition arranged child wedding among rom gypsy also known
0	14509	14515	institute supply management index nonmanufacturing activity rose unexpectedly april report said	institute supply management said index nonmanufacturing activity rose 507 479 march
1	1048616	1048751	two rugged county got 2 3 inch rain midnight noon	weather service estimated two three inch rain hit kanawha nicholas county midnight noon monday
0	3094769	3094801	although obesity increase risk health problem skeptic argue smoking high cholesterol	although obesity increase risk host health problem skeptic argue smoking high cholesterol considered disease
1	3030254	3030287	intel plan present paper finding today conference japan	breakthrough technology presented intel scientist conference japan
0	845113	845201	foreigner board helicopter evacuation european union compound monrovia liberia monday	french troop defend group foreigner board helicopter evacuation european union compound monrovia liberia
1	158719	159051	statement released dei said green would begin driving car interim basis beginning next week winston open lowes motor speedway	announced green replace park dale earnhardt inc 1 chevrolet beginning winston open lowes motor speedway next week
0	67938	67983	illinois supreme court dismissed case	supreme court agreed monday illinois v telemarketing associate
1	228857	228818	coupling american version hit british comedy get valuable thursday 930 pm time slot	coupling american version hit british comedy couple friend thursday
0	1721439	1721590	third time four year wildfire forced park close	third time four year wildfire closed mesa verde national park country ’ park dedicated ancient ruin
1	790082	790100	disney repeatedly said safety enjoyment guest reason company wanted nofly zone want maintained	disney spokeswoman rena callahan said safety enjoyment guest reason company wanted nofly zone want kept place
1	1889954	1889847	source knew bidding said last week cable tv company comcast corp also looking vue	late last week source told reuters cable tv company comcast corp cmcsao also looking buying vue asset
0	3394860	3394670	caretaker identified church official jorge manzon believed among nine missing child	caretaker identified church official jorge monzon believed among missing presumed dead
1	3053580	3053552	wednesday total national guard reserve member called active duty worldwide stood 154603	yesterday total number national guard reserve troop called duty worldwide stood 154603
1	1570961	1570936	share fell 72 cent 38 percent 1834 monday new york stock exchange	scheringplough share fell 38 percent 72 cent close 1834 trading monday new york stock exchange
1	1921373	1921407	age 15 shed reached 260 pound difficult decision time try surgery	age 15 weighed whopping 117kg came difficult decision time try surgery
1	763491	763433	course want win think worse never anxious say	course want win worse never anxious said
1	161959	161850	e ink one several group trying develop electronic paper enewspapers ebooks us even clothing computer screen sewn	e ink one several company working develop electronic paper enewspapers ebooks possible application even clothing computer screen sewn
1	3372169	3372093	fawn named dr duane kraemer one researcher born month ago	fawn named university researcher duane kraemer turn 7 month old today
1	1351951	1352045	canadian researcher ordered slaughter 2000 cow conducted extensive investigation able find evidence infected animal	canadian investigator slaughtered 2000 cow able find evidence infected animal
1	315785	315653	mta official appropriated money 2003 2004 budget without notifying rider even mta board member considering 50cent hike hevesi found	mta official appropriated surplus money later year budget without notifying rider mta board member 50cent hike considered said
1	283128	283117	measure could taken full senate early friday	ratliff said hope bring two measure full senate friday
0	949774	949346	toronto yesterday 64 probable case sars nine suspect case	wednesday 65 probable sars case toronto region
1	1019061	1018963	share pleasantonbased peoplesoft rose 4 cent 1696 monday trading nasdaq stock market	peoplesoft share 4 cent 1696 late morning trade nasdaq
0	555528	555584	broomhead 34 assigned 2nd squadron 3rd armored cavalry regiment	quinn assigned 3rd armored cavalry regiment based fort carson colo
1	1371056	1370928	term free trade area weve got long long way go pakistani understand	free trade area official stressed weve got long long way go pakistani understand
0	821367	821695	whoever selected report directly robert liscouski assistant secretary homeland security infrastructure protection	ncsd 60 employee robert liscouski assistant secretary homeland security infrastructure protection said briefing today
1	813240	813525	mr robinson urged voter kind sensitive gentle believer understand youve done today	urged delegate elected kind sensitive gentle believer understand youve done today
1	2001330	2001668	technologyloaded nasdaq composite index ixic added 035 point 002 percent 1662	nasdaq composite index ixic rose 1748 point 106 percent 166151 based latest available figure
1	2454236	2454061	marathon sprint said jimmy staton senior vice president utility	marathon sprint said jimmy staton senior vice president operation dominion virginia power
1	2301818	2302005	listening thing listened 17 year ago hollings said	im hearing thing listened 17 year ago
0	2628364	2628772	heatley sixth league goal last season 41 ninth point 89	heatley led atlanta scoring last season teamrecord 41 goal 48 assist
1	2138293	2138525	cable engorged far power turned like water spigot making billing accurate taub said	cable carry far power turned like water spigot making billing accurate taub said
1	2694852	2694831	law enforcement source spoke condition anonymity confirmed associated press limbaugh investigated palm beach county state attorney office	law enforcement official confirmed limbaugh investigated palm beach county fla state attorney office
1	1239045	1239030	one well studied facet temperament people respond novelty	one defining wellstudied characteristic temperament people react novelty
0	1773875	1773829	july 18 hurlbert file single count felony sexual assault bryant	bryant 24 charged felony sexual assault
1	1610363	1610417	mr koizumi rebuked mr konoike saying remark inappropriate	koizumi told reporter office konoikes remark inappropriate
1	1803771	1803716	cbo analysis senate package said amendment sponsored sen maria cantwell dwash accounted 40 billion total cost	budget office said one provision senate bill accounted 40 billion cost
0	1521034	1520582	white suffered kidney failure year high blood pressure died cedarssinai medical center around 930 said manager ned shankman	white kidney failure year high blood pressure undergoing dialysis hospitalized since september stroke
1	2761139	2761113	july emc agreed acquire legato system nasdaq lgto 12 billion	july hopkinton mass company agreed buy legato system mountain view 13 billion
1	2510517	2510450	standard poor 500 index declined 611 06 per cent 100327 shed 1967 previous session	standard poor 500 index declined 439 04 percent 99888 losing 611 thursday
1	2576454	2576555	nasdaq fell 13 month snapping sevenmonth winning streak	nasdaq roughly 04 percent month track snap 7month streak gain
1	1569832	1569899	share cellegy 204 39 318 midday trading nasdaq stock market	share cellegy plunged 199 323 monday nasdaq stock market
0	3093463	3093383	fiftyseven percent hispanic 10 asian 7 black 16 caucasian 10 ethnicity	haskell said 57 percent hispanic 10 percent asian 7 percent black 16 percent white
1	2904023	2904060	process opportunity people participate rebuilding iraq told reporter	process opportunity people participate rebuilding iraq
1	1546659	1546715	matthew lovett 18 graduated collingswood high school among arrested	matthew lovett 18 oaklyn nj among arrested
1	2083598	2083810	10 percent high school 16 percent elementary student must proficient math	math 16 percent elementary middle school student 96 percent high school student must proficient
0	2081805	2081712	security exchange commission also initiated informal probe coke	federal investigation separate informal inquiry security exchange commission
1	1691524	1691465	compare earnings 446 million 7 cent per share revenue 63 billion period year ago	compare profit 446 million seven cent per share revenue 632 billion period last year
1	1106212	1106299	president bush top administration official cited threat iraq banned weapon program main justification going war	president bush top official administration cited threat iraq alleged chemical biological weapon nuclear weapon program main justification going war
0	2965698	2965467	ebert asked franklin pointing color photo linda franklin projection screen	photo linda franklin bloodied body shown large screen courtroom yesterday
0	174701	174280	broad standard poor 500 index spx 879 point 096 percent 92906	technologylaced nasdaq composite index ixic jumped 26 point 178 percent 1516
1	1626913	1627111	republican official said advertising buy proof democrat panicking losing stature medicare	republican official said advertisement proof democrat panicking losing stature medicare
1	167084	166941	moore expected discharged hospital thursday friday according jackie green spokeswoman show press agent	english star expected discharged hospital soon said jackie green spokeswoman show press agent
1	1913621	1913715	merged company keep interwoven name headquartered sunnyvale	new company named interwoven headquartered sunnyvale
1	2661772	2661838	apple also built new vpn define server panther server support mac o x window unix client using pptp l2tp tunneling protocol	new vpn server built panther server support mac o x window unix client using pptp l2tp tunneling protocol
0	184604	184749	never organised youth camp diocese bendigo	never attended youth camp organised diocese
1	213274	213017	bush aide describe omaha crucial stop since sen ben nelson dneb become top lobbying target tax cut package	bush aide describe omaha crucial stop since senator ben nelson democrat nebraska become top lobbying target taxcut package
1	1910610	1910455	legal ruling follows three day intense speculation hewlettpackard co may bidding company	legal ruling follows three day wild volatility rim stock speculation pc giant hewlettpackard co may bidding company
0	903431	903485	performed outside cuba several occasion including show u last year brazil south africa several european country	performed outside cuba several occasion including show united state last year
1	1703442	1703476	hoffa 62 vanished afternoon july 30 1975 parking lot oakland county 25 mile north detroit	hoffa 62 vanished afternoon july 30 1975 parking lot detroit suburb oakland county
0	953477	953744	broader standard poor 500 index spx fell 3 point 030 percent 995	technologylaced nasdaq composite index ixic added 192 point 012 percent 164794
1	3113791	3113782	european commission eu antitrust enforcer expected issue decision next spring — unless settlement reached	european commission expected issue decision case next spring — unless settlement reached
1	860025	859375	since perkins arrival uconn 1990 maryland uconn fielded six national championship team three sport men woman basketball men soccer	since perkins arrived uconn 1990 maryland husky fielded six national championship team three sport men basketball woman basketball men soccer
1	3214517	3214483	sebastian best convincingly confess crime didnt commit order survive told juror	sebastian best confess convincingly crime didnt order survive m richardson declared
0	2083612	2083810	twenty percent latino student 23 percent black student performed proficient higher	math 16 percent elementary middle school student 96 percent high school student must proficient
0	3045253	3045400	signal designed make difficult consumer transfer copy internet make available potentially million others	fcc official said embedded electronic signal designed make difficult consumer transfer copy internet
1	1362859	1363247	although prempro pill used study researcher said evidence brand safer	athough prempro pill used study researcher say evidence brand safer
0	123110	123217	dead woman also wearing ring cartier watch	blondhaired woman wearing cartier watch wrist source said
0	3016169	3016111	novell acquiring suse linux 210 million cash deal subject regulatory approval	linux company suse today acquired novell 210 million allcash deal
1	1784440	1784557	almihdhar alhazmi aboard american airline flight 77 crashed pentagon	identified hijacker flew american airline flight 77 pentagon
0	1922314	1922508	andy savage representing renee britt asked juror give fair shake	andy savage representing renee britt said undereducated mental problem
1	545927	545816	another soldier died three wounded vehicle hit land mine piece unexploded ordnance baghdad military statement said tuesday	also monday one soldier died three wounded vehicle hit land mine piece unexploded ordnance baghdad
1	1881955	1882013	dennehys family reported missing june 19 seven day last seen campus	dennehy ’ family reported missing june 19 week last seen baylor campus waco
1	3173215	3173227	wwf also think 13000 animal caught every year around strait gibraltar nearby area	according wwf 13000 individual estimated caught around strait gibraltar neighboring zone
1	2980694	2980550	malvo 18 go trial nov 10 death franklin	malvo go trial next month death fbi analyst
1	633383	633460	also said interest rate cut european central bank meet thursday would welcome	also said eve monday talk interest rate cut european central bank meet thursday would welcome
1	3020237	3020203	51 billion american troop iraq another 10 billion u force afghanistan	– us51 billion – american troop iraq another us10 billion u force afghanistan
1	847532	847653	two cousin member jordanian royal family mentioned possible contender throne	addition two cousin member jordanian royal family mentioned possible competition throne
1	661390	661218	charged three bombing atlanta including blast 1996 olympics one alabama	charged three bombing atlanta including blast 1996 olympics along bombing alabama
1	1652149	1652120	race observer sits passenger seat vehicle following contestant car record broken rule track car time	race observer sits passenger seat follow vehicle record broken rule also keep track car time
0	516793	516587	justice ruled police supervisor repeatedly questioned martinez violate fifth amendment right	justice ruled police supervisor repeatedly questioned mr martinez screamed pain violate fifth amendment right
1	1269572	1269682	men remanded custody due appear court july 8	remanded custody appear court july 8
1	1268573	1268483	single currency dropped 13694 yen compared late u level 13764	japanese currency euro 13606 yen compared late new york level 1360314
1	2610710	2610781	second indonesian imam samudra socalled field commander bombing sentenced death last month	imam samudra leader team carried bombing sentenced death last month
1	221002	221083	bombardier embraer deliver 85 jet september 2006 u airway said release	bombardier embraer aircraft delivered u airway september 2006
0	238564	238426	leung face maximum 50 year prison convicted also told judge understood constitutional right	smith face maximum 40 year prison convicted free 250000 bond
1	1095780	1095652	matter becomes sponsor stockcar racing top series nascar need allstar event wheeler said statement	matter becomes sponsor stockcar racing top series nascar need allstar event wheeler said tuesday
1	106871	106899	californian understand real problem state want commonsense solution recall isnt one davis adviser roger salazar said	californian understand real problem want commonsense solution recall isnt one said davis adviser roger salazar
1	2095812	2095797	news come draxs american owner aes corp aesn last week walked away plant bank bondholder refused accept restructuring offer	last week american owner aes corp walked away plant bank bondholder refused accept financial restructuring offer
0	472950	472534	mizuhos jp8411 news chart profile share closed 3500 yen 48 percent 76800 yen	mitsubishi tokyo financial jp8306 news chart profile lost 26 percent 444000 yen
0	2700675	2700735	64 yearold paedophile described police prolific internet groomer ever caught jailed five year	paedophile twickenham described police prolific internet groomer ever caught
1	445757	445834	sylvan shalom israeli foreign minister said possibility mr bush “ come area ”	shalom said also possibility president come area
0	2984177	2984223	guy he ashamed party street said crowd laughter	guy he ashamed party dont blame
1	2266078	2266151	265 million share changed hand three time daily average 10 day 68 million	118 million share changed hand well daily average 10 day 68 million
1	3444018	3444050	also said early know whether second wave might occur later winter	dr ostroff also said still early know whether second wave would occur later winter
1	1162940	1162483	birthday 21 april declared public holiday attended reception ball	grandmother thenprincess elizabeth turned 21 1947 day declared public holiday attended reception ball
1	213072	213027	right beginning didnt want see anyone take cut pay	mr crosby told associated press right beginning didnt want see anyone take cut pay
1	609842	609788	transition slated begin later june 7 dayton said	twoweek transition period begin later june 7
0	205145	204942	miodrag zivkovic liberal alliance montenegro 31 percent vote independent dragan hajdukovic got four percent	miodrag zivkovic leader proindependence opposition liberal alliance came second 31 percent vote
1	2760805	2760895	greenback scored beefy gain euro yen swiss franc despite weakerthanexpected september u retail sale figure	dollar gained euro yen swiss franc september u retail sale figure came slightly weaker consensus forecast
1	116294	116332	phillies upset counsell stolen second sixth inning arizona leading 71	phillies apparently upset counsell stole sixth diamondback 71
0	2849263	2849208	july 10 team 32 singaporean police officer sent baghdad	july 32 singaporean police officer sent baghdad help train iraqi police force returned home last month
1	582195	582326	share company secondlargest u coal producer behind peabody energy corp btun 3 percent afternoon trade	share company secondlargest u coal producer behind peabody energy corp btu 3 percent midday
1	941617	941673	said hatred people grew discussion helped convince violence answer	hatred people germinated discussion helped cement belief violence panacea
1	127403	127186	plan announced wednesday washington gm provide dow manufacturing plant truck containing fuel cell conversion equipment	plan gm dow announce wednesday washington gm provide dow manufacturing plant truck containing fuel cell conversion equipment
1	1444773	1445053	american film institute recently named top female screen legend	1999 american film institute named hepburn 20th century greatest screen actress
1	814622	814567	story also named archbishop harry j flynn minneapolisst paul edwin f obrien military service possible candidate	include two sitting archbishop harry j flynn minneapolisst paul edwin f obrien military service head u military chaplain
